Fund Name:,SPDR® MSCI Emerging Markets UCITS ETF,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
ISIN:,IE00B469F816,,,,,,,,
Ticker Symbol:,SPYM GY,,,,,,,,
Holdings As Of:,27-Aug-2020,,,,,,,,
,,,,,,,,,
ISIN,SEDOL,Security Name,Currency,Number of Shares,Percent Of Fund,Trade Country Name,Local Price,Sector Classification,Industry Classification
PHY290451046,B77H110,GT Capital Holdings Inc.,PHP,5425,0.010641,Philippines,405.000,Industrials,Industrial Conglomerates
CNE0000019V8,BP3R2Z1,Anhui Conch Cement Company Limited Class A,CNY,5100,0.010587,China,60.630,Materials,Construction Materials
CNE100000B81,BD5CNN5,iflytek Co. Ltd. Class A,CNY,8300,0.010585,China,37.250,Information Technology,Software
TH0450010R15,6422727,Thai Union Group Public Company Limited NVDR,THB,94800,0.010582,Thailand,14.800,Consumer Staples,Food Products
CNE0000010T1,BD5CBG4,Unisplendour Co. Ltd. Class A,CNY,9800,0.010566,China,31.490,Information Technology,Electronic Equipment Instruments & Components
INE020B01018,B2Q7WL3,REC Limited,INR,29804,0.010538,India,110.800,Financials,Diversified Financial Services
CNE000000NH4,BFB4JK8,Sichuan Swellfun Co. Ltd. Class A,CNY,4400,0.010527,China,69.880,Consumer Staples,Beverages
CNE0000015V6,BP3R6T3,Avicopter Plc Class A,CNY,5500,0.010504,China,55.780,Industrials,Aerospace & Defense
MXP4948K1056,2392545,Gruma SAB de CV Class B,MXN,3600,0.010430,Mexico,271.160,Consumer Staples,Food Products
CNE1000018W6,BD5M1C0,Perfect World Co. Ltd. Class A,CNY,8250,0.010429,China,36.920,Communication Services,Entertainment
TH0168010R13,B0166J7,Bumrungrad Hospital Public Co. Ltd. NVDR,THB,12400,0.010428,Thailand,111.500,Health Care,Health Care Providers & Services
CNE100000J75,BP3R2R3,China Shipbuilding Industry Company Limited Class A,CNY,62800,0.010364,China,4.820,Industrials,Machinery
KR7006360002,6537096,GS Engineering & Construction Corp.,KRW,2123,0.010339,South Korea,24500.000,Industrials,Construction & Engineering
CNE000000Y37,BP3RBF4,Jinyu Bio-Technology Co. Ltd. Class A,CNY,10800,0.010276,China,27.790,Health Care,Biotechnology
EGS37091C013,6298177,Eastern Company,EGP,54000,0.010219,Egypt,12.750,Consumer Staples,Tobacco
CNE100001V45,BZ0D1W2,Spring Airlines Co. Ltd. Class A,CNY,7100,0.010210,China,42.000,Industrials,Airlines
TW0006239007,6599676,Powertech Technology Inc.,TWD,14300,0.010180,Taiwan,88.700,Information Technology,Semiconductors & Semiconductor Equipment
CNE100000015,BD6QV98,Yunda Holding Co. Ltd. Class A,CNY,14040,0.010148,China,21.110,Industrials,Air Freight & Logistics
CNE000001JY5,BD5CJ82,AVIC Electromechanical Systems Co. Ltd. Class A,CNY,29600,0.010104,China,9.970,Industrials,Aerospace & Defense
PHY594811127,6563648,Megaworld Corp.,PHP,692700,0.010098,Philippines,3.010,Real Estate,Real Estate Management & Development
PLBRE0000012,4143053,mBank SA,PLN,844,0.010092,Poland,190.000,Financials,Banks
CNE1000016F5,BD5CKZ6,Winning Health Technology Group Co.Ltd. Class A,CNY,14170,0.010062,China,20.740,Health Care,Health Care Technology
CNE1000009X3,BD5CJM6,Jiangsu Yuyue Medical Equipment & Supply Co. Ltd. Class A,CNY,8100,0.010053,China,36.250,Health Care,Health Care Equipment & Supplies
CNE1000007W9,BD5M2G1,Ninestar Corporation Class A,CNY,8500,0.009956,China,34.210,Information Technology,Technology Hardware Storage & Peripherals
CNE100001260,BD5CCV6,SUNWODA Electronic Co. Ltd. Class A,CNY,12500,0.009955,China,23.260,Industrials,Electrical Equipment
KR7029780004,B1WQQ48,Samsung Card Co. Ltd,KRW,1727,0.009921,South Korea,28900.000,Financials,Consumer Finance
CNE1000010M4,BP3R5N0,BBMG Corporation Class A,CNY,88200,0.009844,China,3.260,Materials,Construction Materials
CNE1000008M8,BP3R2K6,China Pacific Insurance (Group) Co. Ltd. Class A,CNY,9200,0.009717,China,30.850,Financials,Insurance
CNE100000080,BD5LSJ3,NanJi E-Commerce Co. LTD. Class A,CNY,15100,0.009704,China,18.770,Communication Services,Media
CNE100000HK9,BP3R303,China Merchants Securities Co. Ltd. Class A,CNY,13390,0.009696,China,21.150,Financials,Capital Markets
INE003A01024,B15T569,Siemens Limited,INR,2500,0.009693,India,1214.950,Industrials,Industrial Conglomerates
CNE100000N79,BD5CF28,Suzhou Dongshan Precision Manufacturing Co. Ltd Class A,CNY,10100,0.009603,China,27.770,Information Technology,Electronic Equipment Instruments & Components
PHY0967S1694,6074968,Bank of the Philippine Islands,PHP,30173,0.009601,Philippines,65.700,Financials,Banks
KYG521321003,B58RBK4,Kaisa Group Holdings Ltd.,HKD,82000,0.009545,China,3.830,Real Estate,Real Estate Management & Development
CNE000000QS4,BD5CJ26,Beijing New Building Materials Public Limited Company Class A,CNY,8400,0.009476,China,32.950,Industrials,Building Products
CNE100000WY9,BD5CGX6,Hangzhou Robam Appliances Co. Ltd. Class A,CNY,6700,0.009442,China,41.160,Consumer Discretionary,Household Durables
CNE100002QY7,BYZQ099,Zhongan Online P&C Insurance Co. Ltd. Class H,HKD,5700,0.009312,China,53.750,Financials,Insurance
CNE100000SF6,BD5CB19,Ganfeng Lithium Co. Ltd. Class A,CNY,5300,0.009269,China,51.080,Materials,Metals & Mining
TRAASELS91H2,B03MP41,Aselsan Elektronik Sanayi ve Ticaret A.S. Class B,TRY,16944,0.009170,Turkey,16.930,Industrials,Aerospace & Defense
HK3377040226,B24CVP7,Sino-Ocean Group Holding Ltd.,HKD,157500,0.009143,China,1.910,Real Estate,Real Estate Management & Development
TW0002344009,6966515,Winbond Electronics Corp.,TWD,90000,0.009101,Taiwan,12.600,Information Technology,Semiconductors & Semiconductor Equipment
CNE000001DL5,BP3RBR6,Zhejiang Huahai Pharmaceutical Co. Ltd. Class A,CNY,6490,0.009055,China,40.750,Health Care,Pharmaceuticals
PHY5764J1483,B247XZ6,Manila Electric Co.,PHP,7000,0.009052,Philippines,267.000,Utilities,Electric Utilities
CNE100000221,6208422,Beijing Capital International Airport Co. Ltd. Class H,HKD,56000,0.009021,China,5.300,Industrials,Transportation Infrastructure
CNE100001R58,BFY8GY0,Zhejiang Wolwo Bio-Pharmaceutical Co. Ltd. Class A,CNY,4300,0.009003,China,61.150,Health Care,Pharmaceuticals
CNE100002342,BYYN347,China Reinsurance (Group) Corp. Class H,HKD,348000,0.008990,China,0.850,Financials,Insurance
TH6068010R19,BSNLDQ2,Muangthai Capital Public Co. Ltd. NVDR,THB,23000,0.008934,Thailand,51.500,Financials,Consumer Finance
CNE000001790,BP3R3Q9,Gemdale Corporation Class A,CNY,17881,0.008932,China,14.590,Real Estate,Real Estate Management & Development
CNE100000H44,BD5CM16,Lepu Medical Technology (Beijing) Co. Ltd. Class A,CNY,7000,0.008901,China,37.140,Health Care,Health Care Equipment & Supplies
CNE1000004S4,6990763,Zhejiang Expressway Co. Ltd. Class H,HKD,54000,0.008896,China,5.420,Industrials,Transportation Infrastructure
CNE1000007T5,BD5CHR7,AVIC Jonhon Optronic Technology Co. Ltd. Class A,CNY,5400,0.008889,China,48.080,Information Technology,Electronic Equipment Instruments & Components
CNE100002DD9,BD6QWL7,Betta Pharmaceuticals Co. Ltd. Class A,CNY,2000,0.008830,China,128.950,Health Care,Pharmaceuticals
CNE000001KK2,BD5CND5,Focus Media Information Technology Co Ltd Class A,CNY,34500,0.008824,China,7.470,Communication Services,Media
CNE000001J84,BD5CH66,Zhejiang NHU Co. Ltd. Class A,CNY,7900,0.008764,China,32.400,Health Care,Pharmaceuticals
CNE100000BJ4,BD5CNJ1,Zhejiang Dahua Technology Co. Ltd. Class A,CNY,11100,0.008673,China,22.820,Information Technology,Electronic Equipment Instruments & Components
KYG8918W1069,BGM5R25,Tongcheng-Elong Holdings Limited,HKD,18400,0.008668,China,15.500,Consumer Discretionary,Internet & Direct Marketing Retail
KYG8406X1034,BYP9J68,SSY Group Limited,HKD,60000,0.008662,China,4.750,Health Care,Pharmaceuticals
CNE000000M15,BP3R4T9,HUAYU Automotive Systems Company Limited Class A,CNY,10200,0.008643,China,24.750,Consumer Discretionary,Auto Components
BRBRKMACNPA4,B0774N4,Braskem S.A. Pfd  A,BRL,9200,0.008602,Brazil,22.230,Materials,Chemicals
PHY272571498,6284864,Globe Telecom Inc.,PHP,825,0.008527,Philippines,2134.000,Communication Services,Wireless Telecommunication Services
CNE000001LV7,BD73L10,Meinian Onehealth Healthcare Holdings Co Ltd Class A,CNY,13580,0.008518,China,18.320,Health Care,Health Care Providers & Services
CNE100000QJ2,BD5CJQ0,Venustech Group Inc. Class A,CNY,6400,0.008487,China,38.730,Information Technology,Software
KR7097950000,B2492F5,CJ CheilJedang Corporation,KRW,100,0.008309,South Korea,418000.000,Consumer Staples,Food Products
CNE100000SP5,BD5C7Z5,WUS PRINTED CIRCUIT (KUNSHAN) CO. LTD. Class A,CNY,11600,0.008217,China,20.690,Information Technology,Electronic Equipment Instruments & Components
CNE0000018C0,BP3R3Y7,China Avionics Systems Co. Ltd. Class A,CNY,13537,0.008194,China,17.680,Industrials,Aerospace & Defense
KR7000120006,6497112,CJ Logistics Corp,KRW,275,0.008172,South Korea,149500.000,Industrials,Road & Rail
QA000A0KD6J5,B0YTG26,Barwa Real Estate Co.,QAR,37470,0.008155,Qatar,3.365,Real Estate,Real Estate Management & Development
CNE100001ZF9,BD6QWJ5,Wuxi Lead Intelligent Equipment Co. Ltd. Class A,CNY,5300,0.008142,China,44.870,Information Technology,Electronic Equipment Instruments & Components
PHY603051020,B1L8838,Metro Pacific Investments Corporation,PHP,490000,0.008093,Philippines,3.410,Financials,Diversified Financial Services
CNE1000022S6,BYQDNL2,Anhui Kouzi Distillery Co. Ltd. Class A,CNY,4000,0.007998,China,58.400,Consumer Staples,Beverages
CNE100002FC6,BD5CPM8,China Merchants Shekou Industrial Zone Holdings Co. Ltd. Class A,CNY,14200,0.007978,China,16.410,Real Estate,Real Estate Management & Development
TW0002385002,6140579,Chicony Electronics Co. Ltd.,TWD,11000,0.007972,Taiwan,90.300,Information Technology,Technology Hardware Storage & Peripherals
CNE000000B42,BP3R9R2,China Enterprise Company Limited Class A,CNY,53900,0.007880,China,4.270,Real Estate,Real Estate Management & Development
KR7282330000,BD95QN1,BGF retail CO. LTD.,KRW,322,0.007873,South Korea,123000.000,Consumer Staples,Food & Staples Retailing
CNE0000016L5,BD5CPL7,BOE Technology Group Co. Ltd. Class A,CNY,44800,0.007853,China,5.120,Information Technology,Electronic Equipment Instruments & Components
US08653C1062,BF16M83,BEST Inc. Sponsored ADR Class A,USD,7600,0.007734,China,4.320,Industrials,Air Freight & Logistics
CNE100000FW8,BD5CM05,Shenzhen Salubris Pharmaceuticals Co. Ltd. Class A,CNY,6138,0.007681,China,36.550,Health Care,Pharmaceuticals
CNE100001Y42,BD5CLT7,Chaozhou Three-Circle (Group) Co. Ltd. Class A,CNY,8600,0.007679,China,26.080,Information Technology,Electronic Equipment Instruments & Components
CNE100000FD8,BZ0D1Y4,Everbright Securities Company Limited Class A,CNY,10100,0.007670,China,22.180,Financials,Capital Markets
CNE100001CY9,BFFJRM7,Zhongji Innolight Co. Ltd. Class A,CNY,3740,0.007642,China,59.680,Information Technology,Communications Equipment
CNE100002BR3,BFCCR30,Yunnan Energy New Material Co. Ltd. Class A,CNY,2800,0.007609,China,79.370,Materials,Containers & Packaging
KR7001040005,6189516,CJ Corporation,KRW,463,0.007574,South Korea,82300.000,Industrials,Industrial Conglomerates
CNE0000011P7,BD5CGZ8,Jiangsu Zhongnan Construction Group Co. Ltd. Class A,CNY,22400,0.007562,China,9.860,Real Estate,Real Estate Management & Development
CNE000001KS5,BD5M227,Zhejiang Supor Co. Ltd. Class A,CNY,2700,0.007556,China,81.740,Consumer Discretionary,Household Durables
CNE100000XG4,BD5CMV6,Songcheng Performance Development Co. Ltd. Class A,CNY,12240,0.007510,China,17.920,Consumer Discretionary,Hotels Restaurants & Leisure
CNE000000HK0,BP3RB10,Jonjee Hi-Tech Industrial and Commercial Holding Co. Ltd. Class A,CNY,2700,0.007405,China,80.100,Consumer Staples,Food Products
KR7241560002,BYX9GP8,Doosan Bobcat Inc.,KRW,1411,0.007390,South Korea,26350.000,Industrials,Machinery
TH5456010R17,BMHS7D2,Srisawad Corporation Public Company Ltd NVDR,THB,20500,0.007383,Thailand,47.750,Financials,Consumer Finance
CNE100001BZ8,BP3R4F5,Universal Scientific Industrial (Shanghai) Co. Ltd. Class A,CNY,9074,0.007341,China,23.630,Information Technology,Electronic Equipment Instruments & Components
US8792732096,2878829,Telecom Argentina SA Sponsored ADR,USD,4400,0.007338,Argentina,7.080,Communication Services,Diversified Telecommunication Services
KR7012750006,6180230,S-1 Corp.,KRW,411,0.007336,South Korea,89800.000,Industrials,Commercial Services & Supplies
MYL8869OO009,BF0J5S4,Press Metal Aluminium Holdings Berhad,MYR,24800,0.007294,Malaysia,5.210,Materials,Metals & Mining
CNE000001KF2,BD5CPK6,Suning.com Co. Ltd. Class A,CNY,21800,0.007277,China,9.750,Consumer Discretionary,Specialty Retail
TH0002010R14,6360162,Berli Jucker Public Co. Ltd. NVDR,THB,25000,0.007213,Thailand,38.250,Consumer Staples,Food & Staples Retailing
CNE000001DB6,BP3R2J5,CITIC Securities Co. Ltd. Class A,CNY,6800,0.007210,China,30.970,Financials,Capital Markets
CNE100000W60,BD5CL20,Rongsheng Petrochemical Co. Ltd. Class A,CNY,10700,0.007206,China,19.670,Materials,Chemicals
CNE000000JK6,BYQDM93,Hongfa Technology Co. Ltd. Class A,CNY,4400,0.007154,China,47.490,Industrials,Electrical Equipment
CNE000000Q11,BYYFJ78,SDIC Capital Co. Ltd. Class A,CNY,14400,0.007144,China,14.490,Financials,Capital Markets
CNE100000KD8,BP3R5K7,Zhejiang Chint Electrics Co. Ltd Class A,CNY,6100,0.007128,China,34.130,Industrials,Electrical Equipment
CNE1000015M3,BD5LS71,Lomon Billions Group Co Ltd. Class A,CNY,8900,0.007118,China,23.360,Materials,Chemicals
CNE000000FH0,BD5CM27,XCMG Construction Machinery Co. Ltd. Class A,CNY,32200,0.007111,China,6.450,Industrials,Machinery
INE347G01014,B00KT68,Petronet Lng Limited,INR,9118,0.007087,India,243.550,Energy,Oil Gas & Consumable Fuels
CNE000000SV4,BP3R4V1,Sinolink Securities Co. Ltd. Class A,CNY,14600,0.007083,China,14.170,Financials,Capital Markets
CNE000001GG8,BP3R3V4,China Fortune Land Development Co. Ltd. Class A,CNY,12350,0.007049,China,16.670,Real Estate,Real Estate Management & Development
CNE000000V89,BP3R4P5,Shanghai International Airport Co. Ltd. Class A,CNY,2600,0.007045,China,79.140,Industrials,Transportation Infrastructure
CNE1000033J2,BHQPRV7,HUAXI Securities Co. Ltd. Class A,CNY,16200,0.006983,China,12.590,Financials,Capital Markets
CNE0000012L4,BD5CF40,Yintai Gold Co. Ltd. Class A,CNY,12600,0.006790,China,15.740,Materials,Metals & Mining
CNE100001NR0,BP3R574,China Molybdenum Co. Ltd. Class A,CNY,47200,0.006771,China,4.190,Materials,Metals & Mining
CNE100000N46,BD5LRD0,Visionox Technology Inc. Class A,CNY,12900,0.006766,China,15.320,Information Technology,Semiconductors & Semiconductor Equipment
CNE1000027G0,BD73MV7,First Capital Securities Co. Ltd. Class A,CNY,18700,0.006703,China,10.470,Financials,Capital Markets
CNE1000000S2,BP3R2G2,Bank of Communications Co. Ltd. Class A,CNY,41000,0.006668,China,4.750,Financials,Banks
TRAAEFES91A9,B03MNV4,Anadolu Efes Biracilik ve Malt Sanayii A.S.,TRY,10578,0.006651,Turkey,19.670,Consumer Staples,Beverages
CNE100000XX9,BP3R5Q3,Yonghui Superstores Co. Ltd. Class A,CNY,22400,0.006634,China,8.650,Consumer Staples,Food & Staples Retailing
CNE000001FJ4,BP3R4W2,Zhejiang Longsheng Group Co. Ltd. Class A,CNY,13600,0.006626,China,14.230,Materials,Chemicals
CL0000000035,2311238,Aguas Andinas S.A. Class A,CLP,90265,0.006622,Chile,245.000,Utilities,Water Utilities
CNE0000015Y0,BP3R2C8,China Minsheng Banking Corp. Ltd. Class A,CNY,34900,0.006608,China,5.530,Financials,Banks
CNE000000JM2,BP3R433,SDIC Power Holdings Co. Ltd. Class A,CNY,20800,0.006580,China,9.240,Utilities,Independent Power And Renewable Electricity Producers
CNE000000BJ5,BD5CK56,Grandjoy Holdings Group Co. Ltd. Class A,CNY,35000,0.006519,China,5.440,Real Estate,Real Estate Management & Development
CNE1000015Y8,BP3R411,Founder Securities Co. Ltd. Class A,CNY,21700,0.006419,China,8.640,Financials,Capital Markets
CNE100002FD4,BD5CPV7,Shenwan Hongyuan Group Co. Ltd. Class A,CNY,33600,0.006419,China,5.580,Financials,Capital Markets
CNE0000013H0,BP3RK68,Hubei Kaile Technology Co. Ltd. Class A,CNY,13900,0.006377,China,13.400,Information Technology,Communications Equipment
CNE100001617,BD5CN79,Beijing Enlight Media Co. Ltd. Class A,CNY,11700,0.006357,China,15.870,Communication Services,Entertainment
AEE001501015,BQWJP56,Emaar Malls PJSC,AED,69948,0.006325,UAE,1.410,Real Estate,Real Estate Management & Development
KR7028670008,B24FX49,Pan Ocean Co. Ltd.,KRW,9290,0.006288,South Korea,3405.000,Industrials,Marine
CNE100002RB3,BFF1YZ5,Oppein Home Group Inc. Class A,CNY,1820,0.006239,China,100.130,Consumer Discretionary,Household Durables
TH0554010R14,B1YWK08,Total Access Communication Public Co. Ltd. NVDR,THB,23100,0.006229,Thailand,35.750,Communication Services,Wireless Telecommunication Services
CNE1000031R9,BG1VK81,Nanjing Securities Co. Ltd. Class A,CNY,12400,0.006114,China,14.400,Financials,Capital Markets
CNE0000001J1,BD5M1L9,Hengyi Petrochemical Co. Ltd. Class A,CNY,15990,0.006110,China,11.160,Materials,Chemicals
KR7263750002,BYX56S9,PearlAbyss Corp.,KRW,165,0.006084,South Korea,185500.000,Communication Services,Entertainment
CNE1000023Q8,BYZW4H3,Laobaixing Pharmacy Chain JSC Class A,CNY,2240,0.006066,China,79.090,Consumer Staples,Food & Staples Retailing
CNE000001PQ8,BP3R8G4,China Merchants Energy Shipping Co. Ltd. Class A,CNY,26000,0.006027,China,6.770,Energy,Oil Gas & Consumable Fuels
CNE100000V95,BP3R5B8,China Industrial Securities Co. Ltd. Class A,CNY,21900,0.005998,China,8.000,Financials,Capital Markets
CNE1000031P3,BG20N99,Foxconn Industrial Internet Co. Ltd. Class A,CNY,11900,0.005969,China,14.650,Information Technology,Electronic Equipment Instruments & Components
CNE000001D56,BP3R9B6,China National Medicines Corporation Ltd. Class A,CNY,3900,0.005963,China,44.660,Health Care,Health Care Providers & Services
CNE100000P69,BD5CKR8,Navinfo Co. Ltd. Class A,CNY,10100,0.005899,China,17.060,Consumer Discretionary,Household Durables
CNE100000W45,BP3R541,Jointown Pharmaceutical Group Co. Ltd. Class A,CNY,9900,0.005894,China,17.390,Health Care,Health Care Providers & Services
TRATHYAO91M5,B03MYK0,Turk Hava Yollari A.O.,TRY,16570,0.005890,Turkey,11.120,Industrials,Airlines
EGS3G0Z1C014,B15Q010,El Sewedy Electric Company,EGP,51430,0.005870,Egypt,7.690,Industrials,Electrical Equipment
CNE100002GM3,BYW5N12,Shandong Linglong Tyre Co. Ltd. Class A,CNY,7300,0.005809,China,23.240,Consumer Discretionary,Auto Components
BMG570071099,BNQ4GF3,Luye Pharma Group Ltd.,HKD,39000,0.005785,China,4.880,Health Care,Pharmaceuticals
CNE000000KT5,BD5CMG1,Financial Street Holdings Co. Ltd. Class A,CNY,24700,0.005784,China,6.840,Real Estate,Real Estate Management & Development
CNE100000668,BD5CMX8,Beijing Shiji Information Technology Co. Ltd. Class A,CNY,5000,0.005773,China,33.720,Information Technology,Software
CNE000001NG4,BP3R2N9,Daqin Railway Co. Ltd. Class A,CNY,25525,0.005750,China,6.580,Industrials,Road & Rail
CNE000001B66,BP3RGP9,Jiangsu Yangnong Chemical Co. Ltd. Class A,CNY,1800,0.005743,China,93.180,Materials,Chemicals
CNE100000627,BP3R529,Bank of Nanjing Co. Ltd. Class A,CNY,19500,0.005742,China,8.600,Financials,Banks
CNE000001FG0,BP3R6G0,China Southern Airlines Company Limited Class A,CNY,29700,0.005725,China,5.630,Industrials,Airlines
KR7004990008,6535432,Lotte Corp,KRW,945,0.005626,South Korea,29950.000,Industrials,Industrial Conglomerates
CNE1000001Y8,6707899,AviChina Industry & Technology Co. Ltd. Class H,HKD,38000,0.005613,China,4.860,Industrials,Aerospace & Defense
CNE100001ZY0,BYQDMP9,Juneyao Airlines Co. Ltd. Class A,CNY,15494,0.005591,China,10.540,Industrials,Airlines
CNE000001NL4,BD5CNL3,DHC Software Co. Ltd. Class A,CNY,14100,0.005590,China,11.580,Information Technology,It Services
CNE1000010R3,BD6QVW1,Giant Network Group Co. Ltd. Class A,CNY,7500,0.005572,China,21.700,Communication Services,Entertainment
CNE000001BM7,BP3RDC5,Shandong Hualu-Hengsheng Chemical Co. Ltd. Class A,CNY,6100,0.005545,China,26.550,Materials,Chemicals
CNE000000WV6,BP3R5S5,Yanzhou Coal Mining Co. Ltd. Class A,CNY,17700,0.005521,China,9.110,Energy,Oil Gas & Consumable Fuels
CNE100000S33,BD5CLK8,OFILM Group Co. Ltd. Class A,CNY,8500,0.005518,China,18.960,Information Technology,Electronic Equipment Instruments & Components
CNE0000005J2,BFCCPV4,Shanxi Meijin Energy Co. Ltd. Class A,CNY,24000,0.005514,China,6.710,Energy,Oil Gas & Consumable Fuels
CNE100002FV6,BYW5NC3,Shandong Buchang Pharmaceuticals Co. Ltd. Class A,CNY,6110,0.005510,China,26.340,Health Care,Pharmaceuticals
CNE100000MK9,BD5LYB7,Zhejiang Weixing New Building Materials Co. Ltd. Class A,CNY,11300,0.005494,China,14.200,Industrials,Building Products
CNE100003F01,BJKDJS2,CanSino Biologics Inc. Class H,HKD,1000,0.005474,China,180.100,Health Care,Pharmaceuticals
CNE100002V44,BFY9KS5,Caitong Securities Co. Ltd. Class A,CNY,11100,0.005461,China,14.370,Financials,Capital Markets
BRELETACNOR6,2311120,Centrais Eletricas Brasileiras SA-Eletrobras,BRL,3600,0.005460,Brazil,36.060,Utilities,Electric Utilities
CNE100002GR2,BYW5MX7,Huaan Securities Co. Ltd. Class A,CNY,19300,0.005405,China,8.180,Financials,Capital Markets
CNE100000WJ0,BD5CNC4,Shanxi Securities Co. Ltd. Class A,CNY,19630,0.005404,China,8.040,Financials,Capital Markets
PK0055601014,6611570,MCB Bank Limited,PKR,22000,0.005384,Pakistan,173.700,Financials,Banks
CNE000001DX0,BP3RBS7,Guangzhou Baiyun International Airport Company Limited Class A,CNY,10400,0.005305,China,14.900,Industrials,Transportation Infrastructure
CNE0000018P2,BP3R886,Fiberhome Telecommunication Technologies Co. Ltd. Class A,CNY,5900,0.005282,China,26.150,Information Technology,Communications Equipment
CNE000000GN6,BP3R723,Inner Mongolia MengDian HuaNeng Thermal Power Corporation Limited Class A,CNY,57900,0.005233,China,2.640,Utilities,Independent Power And Renewable Electricity Producers
CNE000000SH3,BD5CP40,Changjiang Securities Co. Ltd Class A,CNY,18200,0.005228,China,8.390,Financials,Capital Markets
CNE000000R69,BP3R5C9,Beijing TongRenTang Co. Ltd. Class A,CNY,5300,0.005217,China,28.750,Health Care,Pharmaceuticals
CNE000000MZ8,BYYFJH8,Topchoice Medical Corp. Class A,CNY,700,0.005189,China,216.510,Health Care,Health Care Providers & Services
CNE1000008K2,BD5CMF0,Shanghai 2345 Network Holding Group Co. Ltd. Class A,CNY,49920,0.005179,China,3.030,Information Technology,Software
TH9597010R14,BKV24W4,Central Retail Corporation Public Company Limited NVDR,THB,21850,0.005150,Thailand,31.250,Consumer Discretionary,Multiline Retail
CNE100001WS9,BD5CPR3,Guosen Securities Co. Ltd. Class A,CNY,10500,0.005062,China,14.080,Financials,Capital Markets
CNE000001FQ9,BP3RFS5,Hengtong Optic-Electric Co. Ltd. Class A,CNY,8900,0.005007,China,16.430,Information Technology,Communications Equipment
CNE0000006Y9,BD5CM61,Dong-E-E-Jiao Co. Ltd. Class A,CNY,3200,0.004972,China,45.380,Health Care,Pharmaceuticals
CNE100002NT4,BHQPSR0,SG Micro Corp. Class A,CNY,500,0.004958,China,289.600,Information Technology,Semiconductors & Semiconductor Equipment
CNE100000G78,BD5CHS8,Fujian Sunner Development Co. Ltd. Class A,CNY,5500,0.004953,China,26.300,Consumer Staples,Food Products
CNE0000008K4,BD5CMY9,Sealand Securities Co. Ltd. Class A,CNY,26520,0.004939,China,5.440,Financials,Capital Markets
CNE000000QZ9,BD5CNY6,Guoyuan Securities Company Limited Class A,CNY,13400,0.004872,China,10.620,Financials,Capital Markets
CNE0000011S1,BD5CM94,Huadong Medicine Co. Ltd. Class A,CNY,5420,0.004869,China,26.240,Health Care,Health Care Providers & Services
CNE000001816,BP3RBV0,Joincare Pharmaceutical Group Industry Co. Ltd. Class A,CNY,7700,0.004856,China,18.420,Health Care,Pharmaceuticals
CNE000000HT1,BD5CKM3,Tianma Microelectronics Co. Ltd Class A,CNY,8800,0.004848,China,16.090,Information Technology,Electronic Equipment Instruments & Components
CNE000001P86,BD5CN91,Suzhou Gold Mantis Construction and Decoration Co. Ltd. Class A,CNY,13400,0.004845,China,10.560,Industrials,Construction & Engineering
BRIRBRR01OR9,BL9X3S5,IRB Brasil Resseguros SA TEMP,BRL,15297,0.004826,Brazil,7.500,Financials,Insurance
CNE000001NY7,BD5CJ71,Gotion High-tech Co. Ltd. Class A,CNY,5700,0.004822,China,24.710,Industrials,Electrical Equipment
CNE000000594,BP3R8V9,Shanghai Yuyuan Tourist Mart Group Co. Ltd. Class A,CNY,14838,0.004821,China,9.490,Consumer Discretionary,Specialty Retail
CNE100000437,B07J656,Shanghai Electric Group Company Limited Class H,HKD,68000,0.004795,China,2.320,Industrials,Electrical Equipment
KYG020141019,BFD6SZ0,AK Medical Holdings Ltd.,HKD,8000,0.004790,China,19.700,Health Care,Health Care Equipment & Supplies
CNE000000JX9,BP3R927,Shanghai Zhangjiang Hi-Tech Park Development Co. Ltd. Class A,CNY,6500,0.004740,China,21.300,Real Estate,Real Estate Management & Development
CNE000000F48,BD5CFF1,Hubei Biocause Pharmaceutical Co. Ltd. Class A,CNY,24100,0.004679,China,5.670,Financials,Insurance
CNE100001203,BD5CFM8,Suofeiya Home Collection Co. Ltd Class A,CNY,5900,0.004656,China,23.050,Consumer Discretionary,Household Durables
CNE0000017B4,BYYFJC3,SICHUAN LANGUANG DEVELOPMENT CO LTD Class A,CNY,25600,0.004610,China,5.260,Real Estate,Real Estate Management & Development
TH7545010R15,BDVJ686,B.Grimm Power Public Company Ltd NVDR,THB,12700,0.004598,Thailand,48.000,Utilities,Independent Power And Renewable Electricity Producers
CNE000000T18,BP3R370,China Northern Rare Earth (Group) High-Tech Co. Ltd. Class A,CNY,10900,0.004590,China,12.300,Materials,Metals & Mining
CNE100001ZV6,BZ0D003,ORIENT SECURITIES CO LTD Class A,CNY,11400,0.004578,China,11.730,Financials,Capital Markets
CNE000001DN1,BP3RCV7,Hangzhou Silan Microelectronics Co. Ltd. Class A,CNY,7900,0.004552,China,16.830,Information Technology,Semiconductors & Semiconductor Equipment
CNE100002524,BYYFJT0,Toly Bread Co. Ltd. Class A,CNY,2100,0.004543,China,63.180,Consumer Staples,Food Products
CNE100002177,BYQDMD7,Dongxing Securities Co. Ltd.,CNY,10100,0.004540,China,13.130,Financials,Capital Markets
